Source Term	Target Term
randomisation visit	visita de aleatorización
randomised evaluation	evaluación aleatorizada
randomized evaluation	evaluación aleatorizada
raney Ni/H2	níquel raney
randomised set	grupo aleatorizado
randomization rate	tasa de aleatorización
randomized clinical trial	estudio clínico aleatorizado
randomised, randomized	aleatorizado
RAS	SAR
rash	exantema
rapid moisture tester	evaluador rápido de humedad
rash desquamating	exantema descamativo
range-finding study	estudio para la determinación del rango de dosis
rank order correlation	correlación por rangos
ranitidine	ranitidina
RAP	PAI
rate/100 patient-year	tasa por cada 100 años-paciente
rasp screen	tamiz de rejilla
rate of bleeding	tasa de sangrado
rat fibrosarcoma	fibrosarcoma de rata
rate controlling polymer	polímero que controla la velocidad de liberación
rat	rata
rate of compliance	tasa de cumplimiento
rate of death	tasa de mortalidad
ratio of radio-exposures	tasa de exposición de radiación
rates of CV	índices de episodios cardiovasculares
Rauc	Rabc
rates of CV	índices de eventos cardiovasculares
ratio turbidimeter	turbidímetro de índice
Ratiopharm	Ratiopharm
raw data	datos sin procesar
raw material	materia prima
raw data storage	archivo de datos sin procesar
RBC - Red blood cells	Eritrocitos, glóbulos rojos
rcf	fcr
raw data storage	archivo de datos sin procesar / preliminares
raw score	puntuación bruta
RBC	glóbulo rojo
RDA	CDR
REACH	REACH
re-challenge	reexposición
reaction of sulphates	reacción de sulfatos
re-test period	período de repetición del análisis
RE-LY study	estudio RE-LY
REACH - Reduction of Atherothrombosis for Continued Health Registry	REACH - Registro Internacional de reducción de la aterotrombosis
reaction rate	velocidad de reacción
RDA - Recommended daily allowance	CDR - cantidades diarias recomendadas
Read Step	Paso de lectura
readily carbonisable substances	sustancias fácilmente carbonizables
reactive airway disease	enfermedad reactiva de las vías respiratorias
Read code	código Read (NHS)
reading	valor
reactive metabolite intermediates	metabolitos intermedios reactivos
reading	cifra, valor, indicación o medida
reaeration	reaireación
reagent grade solvent	solvente de grado reactivo
rear	criar
real time PCR	PCR en tiempo real
receiver	recipiente receptor
Recommended Daily Allowances	Ingesta Diaria Recomendada
reconditioning time	tiempo de reacondicionamiento
records log book	cuaderno de registro
record	acta
RECIST	RECIST
receptor binding assay	análisis de fijación a receptores
rectal neoplasms malignant	neoplasias malignas rectales
recov.	recup.
recovery rate	tasa de recuperación
rectoscopy	rectoscopía
rectal haemorrhage	hemorragia rectal
rectal swab	hisopado rectal
recovery evaluation	evaluación de la recuperación
Records log books	Cuadernos de registro
red iron oxide	óxido de hierro rojo
red ferric oxide	óxido férrico rojo
red blood cell	glóbulos rojos, hematíes, eritrocitos
red-brown	castaño rojizo
red blood cell	glóbulo rojo
recumbency	recumbencia
red blood cell parameters	parámetros de las serie roja
red/white blood cell profile	perfil de glóbulos rojos y blancos
reductive de-chlorination	decloración reductiva
reducing substances	azúcares reductores
reducing sugars	azúcar reductor
reddish-discolorated	enrojecido
reduction coupling cascade	cascada de acoplamiento reductora
reducing sugar	azúcar reductor
redox titration	valoración redox
ree_id=D03.438.150.266.300&amp;lang=es	Clinical Summary
reference member state	estado miembro de referencia
reel	carretel
reel	carretel, bobina
reference spectrum	espectro de referencia
reference standard	estándar de referencia
REE - Resting Energy Expenditure	GEE - gasto energético en reposo
REE	GEE
refinement	perfeccionamiento
reflectance	reflactancia
reflux oesophagitis	reflujo esofágico
refrigerator	refrigerador
refractive index	índice de refracción
reference substance	sustancia de referencia
reference standard / reference to standard	estándar de referencia
reflex test	prueba de reflejos
regional systolic wall motion abnormality	movimientos sistólicos anormales de la pared regional
registration testing specification	especificación de análisis para registro
regioisomer	isómero posicional
registered office	sede social
Registration Dossier	Dossier de registro
register	registrar (un producto)
regenerative (findings)	regenerativo
registrational trial	estudio para el registro
relaps	recaida
relación señal/ruido	ratio signal/ruido
regulatory requirement	disposiciones reglamentarias
regulatory	regulatorio
regular dentin	dentina normal
relative retention time (RRT)	tiempo de retención relativo (RRT)
relative humidity	humedad relativa
relapser	pacientes que sufren recaída
related (HRQoL) symptom scales/items	escala de síntomas/ítems relacionados (CVRS)
relative standard deviation	"""desvío estándar relativo, desviación estándar relativa; coeficiente de variación"
relative cell survival	supervivencia celular relativa
relative response factor	factor de respuesta relativo
relative retention time	tiempo de retención relativo
relaxation delay	retraso entre pulsos
release	liberar
released batches	partidas liberadas
release-controlling polymer	polímero que controla la velocidad de liberación
relative standard deviation	desvío estándar relativo
Relative Total Growth	crecimiento total relativo
relative suspension growth	crecimiento en suspensión relativo
REML	EMVR
relief	alivio
relevant dosage	dosis relevante
remote data capture	adquisición remota de datos
remove	extirpar
remogliflozin	remogliflozina
Releasing Site	compañía responsable de la liberación
relief valve	válvula de descarga
renal cancer	cáncer renal
renal excretion	excreción renal
renal dysfuncion	insuficiencia renal
renal cell carcinoma	carcinoma de células renales
renal clearance	depuración renal
renal disease	enfermedad renal
renal cancer stage II	cáncer renal, estadio II
renal failure	insuficiencia renal
renal cell cancer	carcinoma de células renales
renal replacement therapy	terapia de reemplazo renal
renal syphilis	sífilis renal
renal neoplasms malignant	neoplasias renales malignas
renal pelvic epithelium	epitelio de la pelvis renal
renal stress	estrés renal
renal function	función renal
renal hyperfiltration	hiperfiltración glomerular
renal tubule	túbulo renal
repeat-dose studies	estudio de dosis repetida
Reo Virus	reovirus
renine	Renine
reparative proliferation	proliferación reparativa
renovascular disease	enfermedad renovascular
renin-angiotensin system	sistema renina-angiotensina
Repeatibility Testing	Análisis o pruebas de repetibilidad
repeating unit	unidad repetitiva
repeatibility testing	análisis de repetibilidad
repeated-dose toxicity	toxicidad de dosis repetidas
repeatability	repetibilidad
repeat-dose study	estudio de dosis repetida
replicate-designed study	estudio de diseño replicado
repetitive nerve stimulation	estimulación nerviosa repetitiva
replicate experiments	experimentos réplica
repirinast	repirinast
replicate cultures	número de repeticiones de cada cultivo
repopulation	repoblación
report	informe
reporter	fluorocromo emisor
reporting and analysis plan	plan de análisis e informes
reproducibility	reproductibilidad
reportable result	resultado que debe informarse
reporting interval	intervalo de presentación de informes
reporting level	nivel de informe
representative pharmacist	farmacéutico patrocinante
reproductive neoplasms male unspecified malignancy	neoplasias del aparato reproductor masculino de malignidad no especificada
rescue therapy	tratamiento de rescate
requested the patient be made a do not resuscitate (DNR)	Legacy Clinical Study Report_U07312802_desde 12.2.2.1 a 13 (Afanatib)
Research (de los países bajos)	RMP_Olodaterol_V2_S0000634605
rescue medication	medicación de rescate
requisition form	formulario de requerimiento
reproterol	reproterol
reproductive toxicity	toxicidad para la función reproductora
Residual Host Cell Protein	proteínas residuales de la célula hospedadora
residual catalyst	catalizador residual
research question	pregunta de investigación
residual CHO host cell DNA	ADN residual de la célula hospedadora CHO
resection	resección
Residence time Load	Tiempo de residencia
residual confounding	P: MA 10-8-16
residual standard deviation	desviación estándar residual
residual sum of squares	suma de cuadrados residuales
residual solvent	solvente residual
residual moisture	humedad residual
residual standard deviation	desvío estándar residual
Residual solvents	Disolventes / solventes residuales
residue on ignition	residuo de ignición
resonances	resonancias
respimat locking mechanism	mecanismo de cierre respimat
resin Poros 50 HS	resina Poros 50 HS
resin Kappa Select	resina KappaSelect
resonance	resonancia
resorption rate	tasa de reabsorción
resorption	reabsorción
resistance mutation	mutación de resistencia
respimat SMI	inhalador Respimat Soft Mist
respiration volume	volumen respiratorio
respiratory distress	dificultad respiratoria
respiratory arrest	P: MA 9-8-16
respiratory disorders NEC	trastornos respiratorios no clasificados en otra parte
respiratory tract and pleural neoplasms malignancy unspecified NEC	neoplasias pleurales y del tracto respiratorio de malignidad no especificada NCOC
respiratory partial insufficiency	insuficiencia respiratoria parcial
respiratory rate	frecuencia respiratoria
Respiratory Therapeutic Area Standards	Estándares del Área de Terapia Respiratoria
respiratory pressure	presión respiratoria
respiratory inhalation device	inhalador
respiratory tract infections (RTIs)	infecciones del tracto respiratorio
respiratory tract and pleural neoplasms malignant cell type unspecified NEC	neoplasias malignas del tracto respiratorio de tipo celular no especificado NCOC
responder	paciente responsivo
respiratory tract infection	infección del tracto respiratorio
respiratory tract congestion	congestión de las vías respiratorias
Respiratory, Thoracic and Mediastinal disorder	trastornos respiratorios, torácicos y mediastínicos
responder analysis	análisis de responsividad
Response Evaluation Criteria In Solid Tumors	criterios de respuesta a la evaluación de tumores sólidos
response status	estado de responsividad
response correction factor	factor de corrección de la respuesta
response unit	unidad de respuesta
responder rate	proporción de pacientes responsivos
responsiveness	responsividad
response level correlation assay	ensayo de correlación del nivel de respuesta
responsiveness	sensibilidad (a un medicamento)
resting energy expenditure	gasto energético en reposo
restraining hammock	pretal
restlessness	acatisia
restaging	reestadificación
resting ejection	eyección en reposo
resting membrane potential	potencial de membrana en reposo
restricted maximum likelihood	máxima verosimilitud restringida
retention time	tiempo de retención
Result-ID	Identificación del resultado
retardation	retraso
reticulocyte	reticulocito
retinopathy	retinopatía
retinoid	retinoide
result ID	identificación del resultado
results from other long-term studies	hallazgos de otros estudios a largo plazo
restriction enzyme	enzima de restricción
retinal photocoagulation	fotocoagulación retiniana
retrospective cohort study	estudio retrospectivo de cohortes
reverse phase C18 column	columna de fase reversa C18
reverse phase	de fase reversa
return of liquids ring	producto del anillo líquido
reverse phase HPLC	HPLC de fase reversa
retrospective assessment	evaluación retrospectiva
retroorbital plexus	plexo retro-orbital
reverse phase	de/en fase reversa
retreatment period	período de retratamiento
reversibility test	prueba de eversibilidad bronquial
reverse-phase gradient HPLC method	método HPLC de gradiente de fase inversa
review rights	derecho de acceso a la información
reversibility subgroup	subgrupo de reversibilidad
revertant	mutación inversa
reversibility	reversibilidad
reverse transcriptase	transcriptasa inversa
rg/wiki/Edrofonio	OMG chapter final (1)
rework batch	partida de repetición
RF lens	lente RF
Rf	Rf
Rhesus monkey	mono Rhesus
rheological additive	aditivo reológico
rhynalgia	rinalgia
rhabdomyolysis	rabdomiólisis
ribavirin	ribavirina
RGENCIAS%20-%20May%2008.pdf	RMP_Praxbind_V1.0_S0001880501
rheumatoid arthritis	artritis reumatoidea
ribbon	tira
right bundle branch block	bloqueo de rama derecha
Riedel-de Haen	Riedel-de Haën
ribd.com/doc/96649849/Titulacion-Iodometrica-de-Acido-Ascorbico	CoA_Ascorbic Acid_120057.pdf
riboflavin	riboflavina
right basal ganglia	ganglios basales derechos
riddle screen sieving	cribado
ring	anillo
ring stretching	estiramiento del anillo
rimiterol	rimiterol
ring-opened	de anillo abierto
rimaria-13081983-tema-central-2005	BI Empagliflozin - 40 a 59
right occipital infarction	infarto occipital derecho
rim	reborde
right coronary artery	arteria coronaria derecha
right upper quadrant pain	dolor en el cuadrante superior derecho
ripeness	madurez
rising dose	dosis ascendente
risk score	puntuación de riesgo
rinse pump rate	velocidad de bomba de lavado
Risk Management Plan	Plan de gestión de riesgos
risk ratio	razón de riesgo
risk difference	diferencia de riesgo
rmName=Medical+Dictionary+For+Regulatory+Activities+(MedDRA) toxicology animals with masses	Non clin_Toxicol tab sum_U12393401
RLCA	ensayo de correlación del nivel de respuesta
risk set	P: MA 11-8-16
ritonavir	ritonavir
rity	valor p de supe
RIST	prueba de radioinmunosorbancia
RLC	correlación del nivel de respuesta
RMS	rama marginal izquierda
RNA	ARN
"rn of reaction, temporal reaction, de-challenge or re-challenge"""" http://scielo.sld.cu/scielo.php?pid=S0864-21252009000100004&amp;script=sci_arttext"""	Spriva Respimat Clin Trial Report_205418_U12246601
ro creo que lo borré sin querer. // IATE	J of Allergy &amp; Clin Immunology_2011, 128 (2) 208-314_P11-08370 hasta antes de DISCUSSION (pág. 4)
road traffic accident	accidente de tráfico en carretera
RMP - Resting membrane potential	RMP - potencial de membrana en reposo
robustness space	espacio de robustez
RO	OI
rocker switch	interruptor basculante
rofile	perfil de temperatura
Rochester Epidemiology Project	base de datos Rochester Epidemiology Project
roll over	transferir
roll	rollo
Rocking Bioreactor	Biorreactor de balanceo
role functioning	funcionamiento en las actividades cotidianas
roller compaction	compactadora de rodillos
roncus	frote pleural
roll-over status	tipo de transferencia
"ronco_pulmonar"""	U07-1814 --pre-clinical-study-report
rombina	BI
room temperature	temperatura ambiente
ROS ST	AMH - 28-6-12
rosuvastatin	rosuvastatina
rosiglitazone maleate	maleato de rosiglitazona
rotary evaporator	evaporador rotativo
Rosendaal method	método de Rosendaal
rose-red	rojo rosado
rotary	rotativo
ROPU	ROPU
rotary die	troquel rotativo
rotating table	platina giratoria
route of metabolism	vía metabólica
rotativa	BI dic-2012
rotating blade	cuchilla giratoria
rotronic hygrometer	higrómetro Rotronic
rotating pan	plato giratorio
rotating cool casting drums	enfriadores de tambor rotativo
rotors	rotor
routinely yield	obtener de manera sistemática
RP	de fase reversa
RPO-labeled	marcado con HRP
routinely analyzed	analizadas como un procedimiento de rutina
route of synthesis	ruta sintética
RR	frecuencia respiratoria
RPS	RPS
ROW	RDM
roxithromycin	roxitromicina
RR interval	intervalo RR
RR	rate ratio
RS	GrA
RSI	información de seguridad de referencia
RSD response factor	RSD del factor de respuesta
RSD	desvío estándar relativo
"rsGuide_L16_SPAF1.pdf"""	Modif_Dabigatran etexilate_RMP_V28_U09022728
RS	ER
RRF	FRR
RRT	tiempo de retención relativo
rubber stopper	tapón de caucho
RTS	listo para esterilizar
ructural formula	fórmula estructural
run	corrida
RT	TA
run id	identificación de la ejecución
RU	UR
run distance	distancia recorrida por la muestra
rt-PA monomer	monómero de rt-PA
run time	tiempo de ejecución
run-in	preliminar
RVLE	EHVR
runny nose	rinorrea
run-in period	período preliminar
Rx	Receta
RVLE - red vine leaf extract	EHVR - extracto de hoja de vid roja
run-in phase	fase preliminar
s por imágenes de medicina nuclear	"""http://www.radiologyinfo.org/sp/info.cfm?pg=gennuclear"
s	BI
S+L- assay	ensayo S+L
s	s
S-Methadone	S-metadona
S-warfarin	S-warfarina
s.e.	E.E.
S. typhimurium mammalian-microsome assay	ensayo de microsoma mamífero en Salmonella Thyphimurium
"s/2012/08/DocumentoAmericas.pdf // http://www.fda.gov/downloads/Drugs/.../Guidances/ucm073128.pdf"""	Clin Trial Report_218202_U052052
S/N	S/R
S9	S9
Sabouraud agar	ágar Sabouraud
S9-activated test systems	sistemas de pruebas con activación por S9
S.p.A.	S.p.A.
S9 - Aroclor 1254-induced rat liver metabolic activation	S9 - Activación metabólica del hígado de rata inducido por Aroclor 1254
S1/S2 segment	segmento S1 y S2
sabouraud dextrose agar	agar Sabouraud dextrosa
safety	seguridad
Safety Analysis Grouping	agrupamiento por análisis de seguridad
Safe lock reaction vial	viales de reacción con tapa de seguridad
SAE data collection tool	ficha de eventos adversos graves
sachet	sobre
safety (of drug)	seguridad (del fármaco)
sack	saco
Safety Concern Threshold	umbral de toxicidad
safety laboratory parameter	parámetro de seguridad de laboratorio
safety concern	riesgo de seguridad
safety and tolerability endpoints	variables de seguridad y tolerabilidad
safety data set	grupo de datos de seguridad
safety grouping	agrupamiento por seguridad
safety cell bank	banco de célula de seguridad
safety event	acontecimiento adverso
safety set	grupo de pacientes de los estudios de seguridad
safety profile	perfil de seguridad
Safety, Quality and Environmental Protection Department	Departamento de Seguridad, Calidad y Protección del Medio Ambiente
salicylate	salicilato
safety population	población de seguridad
safety testing	pruebas de seguridad
salbutamol	salbutamol
Safety, Quality and Environment Department	Departamento de Seguridad, Calidad y Asuntos Ambientalesnull
salmaterol	salmeterol
salpingectomy	salpingectomía
salmeterol	salmeterol
salvage setting	situación de terapia de rescate
salivation	sialorrea
salmeterol 50, se conserva igual la abreviatura? es para tablas	Spiriva Resp-asthma_Clin sum_Efficacy_U13159901_72 a 114
saline	suero fisiológico
SAMA	SAMA
same-day surgery	cirugía ambulatoria
sample	muestra
sample collection	recolección de muestras
sample beam	haz de lectura de la muestra
sample matrix	matriz de la muestra
sample collection tube	tubo de toma de muestras
sample clean-up	limpieza de muestras
sample blank	blanco de muestra
sample induction port	puerto de inducción de la muestra
sample carousel	carrusel de muestras
sample holder	portamuestras
saponification	saponificación
sample time point / sampling time point	momento de muestreo
sanitize	desinfectar
sampling time point	momento de muestreo
sampling rate	frecuencia de muestreo
sample solution	solución muestra
SAP	PAE
SC	comité de dirección
SC ST	AMH - 28-6-12
SAS MIXED	procedimiento MIXED del SAS
saquinavir	saquinavir
SBP	TAS
SAS	sistema SAS
saponin	saponina
saturable efflux mechanism	mecanismo de eflujo saturable
saturation threshold	umbral de saturación
SAR	RAE
scale up	Llevar a mayor escala
scab	escara
scaffold structure	estructura base
scale-up batches	partidas a escala comercial
SC-1 cells	células SC-1
scale-down model	modelo a escala
scale-up	escalado
scaffold structure	"""estructura base (o ""andamio"")"
scaly skin	piel descamada
scan range	rango del detector
scanning electron microscopy	microscopía electrónica de barrido
scarring	cicatrización
scapula bent inwardly	escápula doblada hacia dentro
scatter plots	diagramas de dispersión
scaled to	adaptado a la escala de
scattering pattern value	valor del patrón de dispersión
SCB	banco de células de seguridad
SCE - Summary of clinical efficacy	SCE - Resumen de eficacia clínica
SCD	MSC
SCD14	SCD14
scattering factors	factores de dispersión
SCE supplement	complemento del resumen de efectividad clínica
SCD14 - Soluble form of bacterial pattern recognition receptor CD14 (immunologic parameter)	SCD14 - Forma soluble del receptor de reconocimiento de patrones bacterianos CD14 (parámetro inmunológico)
Schöniger Combustion and Titration	oxidación de Schöniger y análisis volumétrico
SCE-C	REC-C
Scholl blender	mezcladora Scholl
schedule	calendario posológico
Scientific Advisory Group	grupo asesor científico
schistosomiasis	esquistosomiasis
Scientific Monitor	revisor científico
scoreline	ranura
scintillator	centelleador
screen	evaluar
scoreline, break score, break mark, break bar	ranura (comprimido)
scintillation	centellograma
screen ID	identificación de la selección
screening	selección
screening AE	evento adverso durante el período de selección
screen	malla
screen	someter al proceso de selección
screened set	grupo seleccionado
screening assay	prueba de selección
screening period	periodo de selección
screening visit	visita de selección
screening mill	granuladora rotativa
screw-necked bottle	frasco con tapa de rosca
SCS-S	RSC-C
screw-threaded spike	mecha con punta roscada
screw cap	tapa a rosca
SCS	RSC
screw-necked bottle	frasco con tapa a rosca
screw-top vial	frasco con tapa a rosca
SCS - Summary of clinical safety	SCS - Resumen de seguridad clínica
SE - standard error	SE - error estándar
SDS	DSS
SE	ES
SD	ES
SCT	TTM
se refiere a un tipo de pulmón, no se si de hecho sea un término	Legacy Clinical Study Report_U08102303 pag 15
SDA 35A alcohol	alcohol SDA 35A
SD - Standard deviation	SD - Desvío estándar
SD	secado por aspersión
sealed glass container	envase, recipiente de vidrio sellado
sealing gasket	junta selladora
seated	en posición sentada
sea plaque agarose	agarosa SeaPlaque
sealing gasket	Jun-00
seasonal allergic rhinitis	rinitis alérgica estacional
sealing	precinto de seguridad
seasonal rhinitis	rinitis estacional
secondary venous thromboembolic event prevention	prevención de eventos tromboembólicos venosos secundarios
second-line setting	tratamiento de segunda línea
SEC	SEC
secondary amine	amina secundaria
secondary amine moiety	fracción amina secundaria
secondary T790M EGFR mutation	mutación secundaria T790M del EGFR
secondary packaging	acondicionamiento secundario
sección 5.3.doc	3 de 3
secretagogue	secretagogo
section	artículo
secretory granule	gránulo secretorio
Sedimentation Velocity Analytical Ultracentrifugation (SV-AUC)	Ultracentrifugación Analítica de Velocidad de Sedimentación
seeding density	densidad de siembra
sedimento en/de la orina? en análisis de orina	Legacy Clinical Study Report_U07312802 (Afanatib) punto 8 a 9.7
SEE	SEE
SEE - systemic embolic event	SEE - evento ebólico sistémico
seeding	sembrado
sediment examination	examen de sedimento
SelectScreen®	SelectScreen®
selectivity	selectividad
selection pressure	presión de selección
segmental anatomy	anatomía segmentaria
selection culture	cultivo de selección
SEER	SEER
SEF	FES
selective competitive inhibitor	inhibidor competitivo y selectivo
self-care	cuidado personal
self-medication	automedicación
self-reported	informado por el paciente
self-seeding	autosiembra
self-administered questionnaire	cuestionario de autopercepción
self-limiting	autolimitativo
seleniate	seleniato
SEM	SEM
selenium	selenio
senior friendly	apto para adultos mayores
semi-finished	semielaborado
Senior Director	director sénior
SEM- Standard error of the mean- Standard error of the mean	SEM - error estándar de la media
seminiferous tubules	túbulos seminíferos
semi-log scale	escala semilogarítimica
seminal vesicle	vesícula seminal
semi finished	semielaborado
sensor chip matrix	matriz del chip sensor
sensorgram	sensorgrama
sensory examination	examen de percepción sensorial
sensitive special search categories	categorías sensibles de búsqueda especial
sensitivity analysis	análisis de sensibilidad
sensitisation	P: MA 9-8-16
sensitivity recovery	recuperación de la sensibilidad
sensitivity solution	solución para determinar la sensibilidad
sepsis	sepsis
septic shock	shock séptico
sepharose	Sefarosa
separation module	módulo de separación
sepharose chromatography	cromatografía en sefarosa
septicemia	septicemia
separating funnel	embudo de decantación
sentinel animals	animales centinela
serial number	número de serie
seretide	Seretide
serial FEV1	FEV1 seriado
serial spirometry	espirometría en serie
serial samples	muestra seriada
sequelae	secuelas
serial troponin	troponina seriada
serum aminotransferases	transaminasas séricas
serocellular	serocelular
serious adverse event	evento adverso grave
seriousness	gravedad
Serosal edema &amp; proliferation	edema de la serosa y proliferación
serious	grave
serum chemistry	química sérica
serum glucose	glucosa en suero
serum creatinine	creatinina sérica
serum cystatin C	cistatina C en suero
serum clinical chemistry	química clínica sérica
serum cortisol	cortisol en suero
serum amylase	amilasa sérica
SERUM CLINICAL CHEMISTRY &amp; URINE ANALYSIS	U06- 1063- - pre- clinical study report (sec 1.3)
Serum-G1utamate-Oxalacetat-Transaminase	transaminasa glutámico oxalacética sérica
serum lipids	lípidos séricos
severe	intenso
severe	avanzado
severe asthma	asma grave
sesame oil	aceite de sésamo
set point	punto de ajuste
sesquihydrate	sesquihidrato
severance	corte
severe	grave
severe adverse event	evento adverso intenso
severe impairment	alteración intensa
severe persistent asthma	asma persistente severa
severity marker variable	variables indicadoras de intensidad
Sf9 biomass	biomasa de célula Sf9
sex cord	cordón sexual
severity	intensidad
SFDA	SFDA
Sf9 cells	células Sf9
Seville orange	naranja amarga
SFS	GrSeg
shaft	eje
shake flask	matraz Erlenmeyer
shaking	agitado
SGF	fluido gástrico simulado
shake	agitar
shallowly convex	de superficie convexa
SGC	cápsula de gelatina blanda
sham INR	INR ficticio
shallow glass weighing dish	platillo de balanza de vidrio poco profundo
shift table	tabla de evolución
sheer force	fuerza de corte
shelf life specification	especificación de vida útil
shellac	goma laca (shellac)
shell	recubrimiento
shingles	herpes zóster
shellac glaze	barniz de goma laca
shelf life	vida útil
shipping box	caja para envíos
shortness of breath	respiración difícil
shock	shock
short-acting beta agonist	beta-agonista de acción corta
Shore	dureza Shore
"Shirley""s test"	prueba de Shirley
shortness of breath	disnea
shortage	desabastecimiento
SI unit equivalent	unidad del S.I. equivalente
sickle cell disease	drepanocitosis
side mixer	agitador lateral
side reaction	reacción secundaria
sidence times	tiempos de retención
sideward scatter	dispersión lateral
side-by-side comparison	comparación directa
side batch	partida atípica
side chain	cadena lateral
sieve analysis	análisis granulométrico
side effects	efectos secundarios
sieving	tamizado
SIGMA	Sigma
sigmoid perforation	perforación del colon sigmoides
sight-threatening maculopathy	maculopatía con riesgo de pérdida de la visión
Sigma	DE
sigma resection	resección de sigma
sieve fraction	fracción tamizada
sieve stacks	columnas formadas por los tamices
signalling pathway	vía de transducción de señal
signal	señal
silent MI	infarto miocárdico silencioso
significant disease	enfermedad de relevancia significativa
significant digits	dígitos significativos
signal evaluation form	formulario de evaluación de señales
signalling molecule	molécula de señalización
signal to noise ratio	relación señal/ruido
silica	sílice
silica gel plate	placa de gel de sílice
siliconise	siliconizar
silo	silo
silicon dioxide	dióxido de silicio
silver chloride	cloruro de plata
silica, colloidal anhydrous	sílice coloidal anhidro
silver chloride	cloruro d
simple size	tamaño de muestra
Simian virus 5	virus SV 5
Simethicone Antifoam C	Simeticona Antiespumante C
silver sulfadiazine	sulfadiazina de plata
simvastatin	simvastatina
silver staining	tinción argéntica
single beam	haz simple
single cell necrosis	necrosis celular aislada
single center	unicéntrico
single arm	de grupo único
single capsule inhaler	inhalador de dosis única
simvastatin ?-hydroxy acid	?-hidroxiácido de simvastatina
single isomer	isómero simple
Single fiber electromyography	electromiografía de fibra única
single crystal	monocristal
single impurity	impureza individual
single entities	entidades aisladas
single dummy	simulación simple
single dose	dosis única
single-agent therapy	monoterapia
single-blind study	prueba en simple-ciego
single vessel	de un vaso
single-blind study	estudio ciego simple
single solution	solución simple
single rising dose	dosis única ascendente
single-agent formulation	monodroga
single point calibration	calibración de punto único
single-chain rt-PA	rt-PA de cadena única
sinus	senos paranasales
singly-innervated	de inervación única
sink conditions	condiciones de sedimentación
sinker	canastilla
sinus erythrocytes	eritrocitos sinusales
sinotubular junction	unión sinotubular
sink conditions	condiciones de sumidero
single-stranded	de una sola hebra
sinus polyp	pólipo sinusal
sinus histiocytosis	histiocitosis del seno
sitagliptin	sitagliptina
sinus venosus	seno venoso
sinus tachycardia	taquicardia sinusal
site-directed mutagenesis	mutagénesis dirigida
sistemic availability	disponibilidad sistémica
SIP	PIM
site	centro
sinusoidal membrane	membrana sinusoidal
sinusoidal cell	célula sinusoidal
size	clasificar según tamaño
SJS	síndrome de Stevens-Johnson
size grader	clasificador por tamaño
skeletal muscle weakness	debilidad de los músculos esqueléticos
skeletal muscle	músculo esquelético
Size Exclusion Chromatography	cromatografía de exclusión por tamaños
"sjogren""s syndrome"	Síndrome de Sjogren
skeletal malformation	malformación esquelética
SKF	SKF
skin disorder	trastorno de la piel
skin lesion	lesión cutánea
skin melanoma	melanoma cutáneo
skin neoplasms malignant and unspecified (excluding melanoma)	neoplasias de la piel malignas y no especificadas (excl melanoma)
skin expoliation	exfoliación de la piel
skin prick test	P: MA 9-8-16
skin sensitization	sensibilización dérmica
skin test	prueba cutánea
skin ulcer	úlcera de la piel
SLC5	SLC5
SLC	SLC
SLC - solute carrier	SLC - Portador de soluto
SLD	SDL
slide	preparado histológico
slide	portaobjetos
SLE	LSE
sleep apnoea	apnea del sueño
SLS	solución de carga de muestra
SLS	EVU
slit	ranura
slope parameter	parámetro de la pendiente
slightly soluble	ligeramente soluble
slip additive	aditivo de deslizamiento
slit lamp	lámpara de ranura
small cell lung cancer	cáncer de pulmón de células pequeñas
smoking status	P: MA 9-8-16
slurry	suspensión
smear	frotis
SMLE	SMLE
smooth muscle	músculo liso
small kidney	riñón pequeño
smooth muscle relaxant	relajante del músculo liso
SmPC Guidelines	Guía de SmPC
sNDA	sNDA
SmPC	SmPC
snap fit	cierre a presión
SMQ - Standardised MedDRA Query	SMQ - Consulta estandarizada del MedDRA
SMQ	consulta SMQ
SNP	SNP
SOC	SOC
SOB (shortness of breath)	disnea
SOB	disnea
sNDA - supplemental new drug application	sNDA -solicitud complementaria de registro (de una nueva especialidad farmacéutica)
SOC	tratamiento protocolar
SNRI	ISRSN
sodium acetate trihydrate	acetato de sodio trihidratado
sodium acetate buffer	buffer de acetato sódico
sodium azide	azida de sodio
soda	hidróxido de sodio
sodium	sodio
SOC - system organ class	SOC - clasificación por sistema y órgano
sodium cromolyn	cromolin sódico
sodium fluoride	fluoruro de sodio
sodium dihydrogen phosphate	fosfato monobásico de sodio
sodium dodecyl sulfate	dodecil sulfato de sodio
sodium formate buffer	buffer de formiato sódico
sodium salt form	forma de sal sódica
sodium selenite	selenito de sodio
sodium lauryl ether sulphate	lauril eter sulfato sódico
sodium selenite anhydrous PRS	sodio selenito anhidro PRS
sodium glucose cotransporter 2 inhibitor	inhibidor del cotransportador sodio-glucosa tipo 2
sodium indigotindisulfonate	indigotin disulfonato de sodio
sodium-ortho-vanadate	ortovanadato de sodio
soft-tempered	blanda
Sodium-dependant glucose co-transporter	cotransportador de sodio-glucosa
soft gelatin capsule	cápsula de gelatina blanda
soft tissue	tejido blando
sodium tartrate dihydrate	tartrato disódico anhidro
soft stool	heces blandas
sodium sulphide	sulfuro de sodio
sodium taurocholate	taurocolato de sodio
softgel	cápsula de gelatina blanda
softening	reblandecimiento
soften	ablandarse
softwood granules	gránulos de madera blanda
solid tumor	tumor sólido
solatol	solatol
