Source Term	Target Term
Porphyromonas infection	Infección por porphyromonas
Prothrombin time ratio abnormal	Proporción anormal del tiempo de protrombina
Pulmonary valve repair	Reparación de la válvula pulmonar
Psychotic disorder due to a general medical condition	Trastorno psicótico por causa de condición médica general
Pyelocaliectasis	Pielocaliectasis
Radioisotope scan normal	Gammagrafía normal
Pulmonary toxicity	Toxicidad pulmonar
Radiculitis	Radiculitis
Pulmonary function test normal	Prueba de función pulmonar normal
Pulmonary function test decreased	Prueba de función pulmonar disminuida
Radioisotope scan abnormal	Gammagrafía anormal
Purulence	Purulencia
Scan adrenal gland abnormal	Gammagrafía anormal de la glándula suprarrenal
Abdomen scan normal	Tomografía axial computerizada normal
Salivary gland cancer	Cáncer de glándula salival
Salivary gland disorder	Trastorno de las glándulas salivales
Bone scan abnormal	Gammagrafía ósea anormal
Abdomen scan	Tomografía axial computerizada
Bone scan normal	Gammagrafía ósea normal
Bladder scan	Cistografía isotópica
Scan adrenal gland normal	Gammagrafía normal de la glándula suprarrenal
Brain scan abnormal	TAC cerebral anormal
Hepatobiliary scan	Gammagrafía hepatobiliar
Liver scan normal	Gammagrafía hepática normal
Brain scan normal	TAC cerebral normal
Gastrointestinal scan	Gammagrafía gastrointestinal
Parathyroid scan abnormal	Gammagrafía paratiroidea anormal
Liver scan abnormal	Gammagrafía hepática anormal
Lymph nodes scan abnormal	Gammagrafía de ganglios linfáticos anormal
Lymph nodes scan normal	Gammagrafía de ganglios linfáticos normal
Parathyroid scan normal	Gammagrafía paratiroidea normal
Renal scan normal	Gammagrafía renal normal
Renal scan abnormal	Gammagrafía renal anormal
Fracture treatment	Tratamiento de una fractura
Gallbladder operation	Cirugía de vesícula biliar
Follicle centre lymphoma diffuse small cell lymphoma	Linfoma centrofolicular difuso de células pequeñas
Gamma radiation therapy	Radioterapia con rayos gamma
Salivary gland scan abnormal	Gammagrafía anormal de glándula salival
Food intolerance	Intolerancia a los alimentos
Salivary gland scan normal	Gammagrafía normal de glándula salival
Gastric cancer stage IV	Cáncer gástrico, estadio IV
Gastric bypass	Derivación gástrica
Gastrectomy	Gastrectomía
Gastric neoplasm	Neoplasia gástrica
Gastritis bacterial	Gastritis bacteriana
Gastric operation	Cirugía gástrica
Gastritis fungal	Gastritis por hongos
Gastric stenosis	Estenosis gástrica
Gastrointestinal disorder congenital	Trastorno gastrointestinal congénito
Gastrointestinal obstruction	Obstrucción gastrointestinal
Gastrointestinal ulcer perforation	Perforación de úlcera gastrointestinal
Genital infection female	Infección genital femenina
Genital pain	Dolor genital
Genitourinary operation	Cirugía genitourinaria
Genital lesion	Lesión genital
SUNCT syndrome	Cefalea neuralgiforme de corta duración con inyección conjuntival y lagrimeo
Urinary sediment abnormal	Sedimento urinario anormal
Severe acute respiratory syndrome	Síndrome respiratorio agudo severo
Gender identity disorder	Trastorno de la identidad sexual
Heart valve stenosis	Estenosis de la válvula cardiaca
Gestational trophoblastic tumour	Tumor trofoblástico gestacional
Glycogen storage disorder	Trastorno del almacenamiento del glucógeno
Heart valve replacement	Sustitución de válvula cardiaca
Grimacing	Espasmos faciales
Heart valve operation	Cirugía de válvula cardiaca
Glomerulosclerosis	Glomeruloesclerosis
Hepatectomy	Hepatectomía
Haemophilia	Hemofilia
Haemorrhage neonatal	Hemorragia neonatal
HLA marker study	Estudio de marcadores HLA
Hepatic lesion	Lesión hepática
Human T-cell lymphotropic virus infection	Infección vírica linfotrópica de células T humanas
Hepatoblastoma	Hepatoblastoma
Hernia repair	Reparación de hernia
Hepatobiliary disease	Enfermedad hepatobiliar
Herpes ophthalmic	Herpes oftálmico
Histology	Histología
Hepatitis viral test	Prueba de hepatitis viral
Immune agglutinins	Inmunoaglutininas
Ileal operation	Cirugía de íleon
Immunosuppressant drug level increased	Aumento del nivel del fármaco inmunosupresor
Immunosuppressant drug level	Niveles de fármaco inmunosupresor
Hydroxycorticosteroids urine abnormal	Hidroxicorticosteroides anormales en orina
Immunosuppression	Inmunosupresión
Hydrocele operation	Cirugía de hidrocele
Inborn error of bilirubin metabolism	Error innato del metabolismo de la bilirrubina
Immunosuppressant drug level decreased	Disminución del nivel del fármaco inmunosupresor
Investigation	Estudios complementarios
Infertility tests abnormal	Pruebas de esterilidad anormales
Intestinal cyst	Quiste intestinal
Intracerebral haematoma evacuation	Evacuación de hematoma intracerebral
Jejunal operation	Cirugía de yeyuno
Inborn error of metabolism	Error innato del metabolismo
Intestinal atresia	Atresia intestinal
Intestinal operation	Cirugía intestinal
Infectious disease carrier	Portador de enfermedad infecciosa
Infertility tests normal	Pruebas de esterilidad normales
Laryngeal infiltration	Infiltración laríngea
Laryngeal operation	Cirugía de laringe
Laser therapy	Láserterapia
Large intestine operation	Cirugía del intestino grueso
Keratitis bacterial	Queratitis bacteriana
Lip neoplasm	Neoplasia en labio
Keratitis viral	Queratitis vírica
Lactobacillus infection	Infección por Lactobacillus
Leukoplakia	Leucoplasia
Genital labial operation	Cirugía de labios genitales
Lung neoplasm	Neoplasia pulmonar
Lymphatic system neoplasm	Neoplasia del sistema linfático
Lymphocyte morphology abnormal	Morfología de linfocitos anormal
Lymphocyte morphology	Morfología linfocitaria
Lymphocyte morphology normal	Morfología de los linfocitos normal
Lung operation	Cirugía de pulmón
Lymphoblast morphology	Morfología linfoblástica
Lung infiltration malignant	Infiltración maligna en pulmón maligna
Liver operation	Cirugía hepática
Lithotripsy	Litotricia
Malignant nipple neoplasm	Neoplasia maligna del pezón
Mastoid operation	Cirugía de mastoides
Malignant muscle neoplasm	Neoplasia maligna del músculo
Hyperlipidaemia	Hiperlipidemia
Lymphocytic infiltration	Infiltración linfocitaria
Histology abnormal	Histología anormal
Histology normal	Histología normal
Red blood cell elliptocytes present	Eliptocitos presentes
Manipulation	Manipulación
Malignant tumour excision	Extirpación de tumor maligno
Penile operation	Cirugía peneana
Perichondritis	Pericondritis
pH body fluid abnormal	pH de líquidos corporales anormal
Perineal operation	Cirugía del periné
Knee deformity	Deformidad de rodilla
Large intestinal obstruction	Obstrucción del intestino grueso
Peripheral nervous system neoplasm	Neoplasia del sistema nervioso periférico
Peritonitis bacterial	Peritonitis bacteriana
Perforated ulcer	Ulcera perforada
Penis carcinoma	Carcinoma de pene
Pharyngeal neoplasm	Neoplasia faríngea
pH semen abnormal	pH anormal del semen
Pharyngeal operation	Cirugía de faringe
Plasma cell disorder	Trastorno de células plasmáticas
Physical examination normal	Exploración física normal
Physical examination abnormal	Exploración física anormal
Photon radiation therapy	Radioterapia con fotones
pH body fluid increased	pH de líquidos corporales elevado
pH body fluid decreased	pH de líquidos corporales disminuido
Pigmentation disorder	Trastorno de la pigmentación
Platelet aggregation	Agregación plaquetaria
Plastic surgery	Cirugía plástica
Platelet adhesiveness abnormal	Adherencia plaquetaria anormal
Pleural operation	Cirugía de pleura
PO2 abnormal	PO2 anormal
Platelet aggregation normal	Agregación plaquetaria normal
Radiotherapy to blood	Radioterapia de sangre
Radiotherapy to breast	Radioterapia de mama
Radiotherapy to liver	Radioterapia de hígado
Radiotherapy to nose	Radioterapia de nariz
Radiotherapy to gastrointestinal tract	Radioterapia del tracto gastrointestinal
Radiotherapy to ear	Radioterapia de oído
Radiotherapy to soft tissue	Radioterapia de tejidos blandos
Radiotherapy to pancreas	Radioterapia de páncreas
Radiotherapy to bone	Radioterapia de hueso
Respiratory gas exchange disorder	Trastorno del intercambio gaseoso
Removal of foreign body	Extracción de cuerpo extraño
Reduction of increased intracranial pressure	Reducción de presión intracraneal aumentada
Rectal neoplasm	Neoplasia rectal
Renal mass	Masa renal
Red blood cell morphology abnormal	Morfología de los hematíes anormal
Radiotherapy to throat	Radioterapia de garganta
Radiotherapy to thyroid	Radioterapia de tiroides
Sterilisation	Esterilización
Reversible airways obstruction	Obstrucción reversible de las vías respiratorias
Splenic marginal zone lymphoma	Linfoma esplénico de la zona marginal
Stent removal	Retirada de endoprótesis
Retinal operation	Cirugía de la retina
Retinal vascular thrombosis	Trombosis vascular de la retina
Rheumatic heart disease	Cardiopatía reumática
Respiratory tract infection viral	Infección viral del tracto respiratorio
Splenic infection	Infección esplénica
Streptobacillus infection	Infección por Streptobacillus
Steroid therapy	Tratamiento esteroideo
Sympathomimetic effect	Efecto simpaticomimético
Syphilis	Sífilis
Testicular seminoma (pure)	Seminoma testicular puro
Tongue neoplasm	Neoplasia de la lengua
Testicular choriocarcinoma	Coriocarcinoma testicular
Thyroidectomy	Tiroidectomía
Testicular embryonal carcinoma	Carcinoma embrional testicular
Tendon operation	Cirugía de los tendones
Thyroid operation	Cirugía de tiroides
Thyroid malformation	Malformación tiroidea
White blood cell morphology abnormal	Morfología leucocitaria anormal
Tooth extraction	Extracción dental
Tongue operation	Cirugía de la lengua
Vitamin D increased	Vitamina D aumentada
Vulval neoplasm	Neoplasia vulvar
Tracheal neoplasm	Neoplasia traqueal
Tonsillar neoplasm	Neoplasia tonsilar
Vulval operation	Cirugía de vulva
Urinary system x-ray abnormal	Radiografía del aparato urinario anormal
Spleen scan normal	Gammagrafía esplénica normal
Stomach scan	TAC de estómago
Somatostatin receptor scan abnormal	Gammagrafía anormal de receptores de somatostatina
Stomach scan abnormal	TAC anormal de estómago
Spleen scan abnormal	Gammagrafía esplénica anormal
Urinary system x-ray normal	Radiografía del aparato urinario normal
Somatostatin receptor scan normal	Gammagrafía normal de receptores de somatostatina
Scan with contrast normal	Exploración con técnicas de imagen con contraste normal
Whole body scan	Gammagrafía de cuerpo entero
Testicular scan normal	Gammagrafía testicular normal
Stomach scan normal	TAC normal de estómago
Thyroid gland scan normal	Gammagrafía normal de la glándula tiroides
Testicular scan abnormal	Gammagrafía testicular anormal
Scan with contrast abnormal	Exploración con técnicas de imagen con contraste anormal
Thyroid gland scan abnormal	Gammagrafía anormal de la glándula tiroides
Semen liquefaction abnormal	Licuefacción anormal del semen
Sensorimotor disorder	Alteración sensoriomotora
Semen viscosity abnormal	Viscosidad anormal del semen
Scrotal infection	Infección escrotal
Scrotal operation	Cirugía del escroto
Scrotal disorder	Alteración del escroto
Serology test	Prueba serológica
Scleral operation	Cirugía de esclerótica
Seminal vesicle operation	Cirugía de la vesícula seminal
Vaginal neoplasm	Neoplasia vaginal
Varicose vein operation	Cirugía de vena varicosa
Seronegative arthritis	Artritis seronegativa
Vaginitis bacterial	Vaginitis bacteriana
Vaginal operation	Cirugía de la vagina
Vascular access complication	Acceso vascular complicado
Vascular bypass dysfunction	Disfunción de derivación vascular
Vascular skin disorder	Alteración vascular cutánea
Venoocclusive disease	Enfermedad venoclusiva
Viral load increased	Carga viral aumentada
Venous operation	Cirugía venosa
Viral load decreased	Carga viral disminuida
Venous pressure normal	Presión venosa normal
Venous aneurysm	Aneurisma venoso
VIIIth nerve lesion	Lesión del VIII par craneal
Viral load	Carga viral
Vascular test	Prueba vascular
Vitamin A abnormal	Vitamina A anormal
Metabolic function test	Prueba de función metabólica
Vitamin A increased	Vitamina A aumentada
Vitamin D decreased	Vitamina D disminuida
Vitamin A decreased	Vitamina A disminuida
Vitamin A normal	Vitamina A normal
Vitamin D abnormal	Vitamina D anormal
Vitamin B12 abnormal	Vitamina B12 anormal
Metabolic encephalopathy	Encefalopatía metabólica
Metabolic function test normal	Prueba de función metabólica normal
Metastasis	Metástasis
Metastases to biliary tract	Metástasis en el conducto biliar
Metanephrine urine abnormal	Metanefrina anormal en orina
Mitogen stimulation test normal	Prueba de estimulación con mitógenos normal
Microangiopathy	Microangiopatía
Microlithiasis	Microlitiasis
Metastases to gastrointestinal tract	Metástasis en el tracto gastrointestinal
Mitral valve repair	Reparación de la válvula mitral
Mitogen stimulation test abnormal	Prueba de estimulación con mitógenos anormal
Metastases to soft tissue	Metástasis en tejido blando
Moraxella infection	Infección por moraxella
Mycobacterial infection	Infección micobacteriana
Nasal operation	Cirugía de nariz
Mucosal biopsy	Biopsia de mucosa
Nasal disorder	Trastorno nasal
Mononeuropathy	Mononeuropatía
Nail operation	Cirugía de la uña
Muscle operation	Cirugía del músculo
Tumour marker test	Prueba con marcador tumoral
Neisseria infection	Infección por Neisseria
Tri-iodothyronine uptake abnormal	Captación anormal de triyodotironina
Transferrin abnormal	Transferrina anormal
Upper respiratory fungal infection	Infección fúngica del tracto respiratorio alto
Tumour vaccine therapy	Tratamiento vacunal del tumor
Tympanic membrane disorder	Trastorno de la membrana timpánica
Neck injury	Herida en el cuello
Tracheal operation	Cirugía traqueal
Urethral neoplasm	Neoplasia uretral
Ureteral disorder	Alteración ureteral
Ureteric operation	Cirugía del uréter
Urethral operation	Cirugía de la uretra
Urinary tract pain	Dolor en tracto urinario
Ureteral neoplasm	Neoplasia ureteral
Urine cannabinoids decreased	Canabinoides en orina disminuidos
Urine analysis abnormal	Análisis anormal de orina
Uterine infection	Infección uterina
Urine electrolytes normal	Electrolitos en orina normales
Uterine operation	Cirugía del útero
Urine sodium abnormal	Sodio anormal en orina
Urine electrolytes	Electrolitos en orina
Urine cannabinoids increased	Canabinoides en orina aumentados
Urine potassium abnormal	Potasio anormal en orina
Platelet adhesiveness normal	Adherencia plaquetaria normal
Shoulder operation	Cirugía del hombro
Shunt malfunction	Disfunción de derivación
Sinus disorder	Trastorno de senos
Shoulder deformity	Deformidad del hombro
Renal impairment	Alteración renal
Sinus operation	Cirugía de senos
Semen analysis normal	Análisis de semen normal
Platelet adhesiveness	Adherencia plaquetaria
Skin implant	Implante cutáneo
Social problem	Problema social
Smooth muscle cell neoplasm	Neoplasia de músculo liso
Skin graft	Injerto de piel
Skin lesion excision	Reseción de lesión cutánea
Small intestine operation	Cirugía del intestino delgado
Skeletal muscle enzymes	Enzimas de musculatura esquelética
Skin operation	Cirugía de piel
Specific gravity body fluid decreased	Densidad de líquidos corporales disminuida
Specific gravity body fluid abnormal	Densidad de líquidos corporales anormal
Specific gravity body fluid	Densidad de líquidos corporales
Spinal operation	Cirugía de la columna vertebral
Specific gravity body fluid increased	Densidad de líquidos corporales elevada
Specific gravity body fluid normal	Densidad de líquidos corporales normal
Spinal cord neoplasm	Neoplasia de la médula espinal
Soft tissue infection	Infección de tejidos blandos
Small intestinal stenosis	Estenosis del intestino delgado
Blast cell count decreased	Cuenta de células blásticas disminuida
Adrenalitis	Adrenalitis
Blast cell count increased	Cuenta de células blásticas aumentada
Erythroblast morphology	Morfología de eritroblastos
Congenital hyperthyroidism	Hipertiroidismo congénito
Erythroblast morphology abnormal	Morfología de eritroblastos anormal
Septum pellucidum agenesis	Agenesis del septum pellucidum
Catecholamines urine	Catecolaminas urinarias
Neuromuscular toxicity	Toxicidad neuromuscular
Urinary tract infection pseudomonal	Infección del tracto urinario por pseudomonas
Urinary tract infection staphylococcal	Infección del tracto urinario por estafilococos
Breath sounds absent	Ruidos respiratorios ausentes
Conjunctival pigmentation	Pigmentación conjuntival
Osteoprotegerin	Osteoprotegerina
Silver-Russell syndrome	Síndrome de Silver-Russell
Osteoprotegerin increased	Osteoprotegerina aumentada
Osteoprotegerin decreased	Osteoprotegerina disminuida
Joint hyperextension	Hiperextensión articular
Electrocardiogram low voltage	Electrocardiograma de bajo voltaje
Osteoprotegerin ligand	Ligando de la osteoprotegerina
Nasal eosinophils present	Eosinófilos nasales presentes
Immunology test	Prueba inmunológica
Procedural hypotension	Hipotensión por procedimiento terapéutico
Congenital cerebrovascular anomaly	Anomalía cerebrovascular congénita
Congenital endocrine anomaly	Anomalía endocrina congénita
Genital abscess	Absceso genital
Condyloma latum	Condiloma latum
Lipohypertrophy	Lipohipertrofia
Congenital cyst	Quiste congénito
Tenodesis	Tenodesis
Electrocardiogram U wave inversion	Inversión de la onda U del electrocardiograma
Congenital arterial malformation	Malformación arterial congénita
Congenital genital malformation	Malformación congénita genital
Congenital genitourinary abnormality	Anormalidad congénita genitourinaria
Congenital epiglottal anomaly	Anomalía congénita de la epiglotis
Congenital foot malformation	Malformación congénita del pie
Congenital eustachian tube anomaly	Anomalía congénita de la trompa de Eustaquio
Anomaly of external ear congenital	Anomalía congénita del oído externo
Congenital anomaly of inner ear	Anomalía congénita del oído interno
Congenital anomaly of adrenal gland	Anomalía congénita de la glándula adrenal
Congenital lacrimal passage anomaly	Anomalía congénita del conducto lacrimal
Congenital joint malformation	Malformación congénita articular
Congenital hand malformation	Malformación congénita de la mano
Congenital jaw malformation	Malformación congénita de la mandíbula
Congenital gastrointestinal vessel anomaly	Anomalía congénita gastrointestinal vascular
Congenital urethral anomaly	Anomalía congénita uretral
Congenital infection	Infección congénita
Spleen malformation	Malformación esplénica
Congenital neurological disorder	Alteración neurológica congénita
Respiratory tract infection	Infección del tracto respiratorio
Congenital nose malformation	Malformación nasal congénita
Skull malformation	Malformación craneal
Congenital neuropathy	Neuropatía congénita
Congenital musculoskeletal anomaly	Anomalía congénita musculoesquelética
Viral test negative	Prueba de determinación viral negativa
Viral test	Prueba de determinación viral
Diabetic bullosis	Bullosis diabética
Keratitis fungal	Queratitis micótica
Osteoprotegerin ligand decreased	Ligando de la osteoprotegerina disminuido
Chest expansion decreased	Expansión respiratoria disminuida
Ischaemic heart disease prophylaxis	Profilaxis de la isquemia coronaria
Unevaluable event	Suceso no evaluable
Truncus coeliacus thrombosis	Trombosis del tronco celíaco
Erythema migrans	Eritema migratorio
Retroperitoneal neoplasm metastatic	Neoplasia retroperitoneal metastásica
Bronchitis moraxella	Bronquitis por moraxela
Bronchitis pneumococcal	Bronquitis por neumococo
Leukaemia recurrent	Leucemia recurrente
Necromania	Necromanía
Pericarditis infective	Pericarditis infecciosa
Leukaemia recurrent prophylaxis	Profilaxis de leucemia recurrente
Heparin-induced thrombocytopenia	Trombocitopenia inducida por heparina
Immunology test normal	Prueba inmunológica normal
Talipes correction	Corrección de talipes
Non-cardiac chest pain	Dolor torácico no cardiaco
Bronchial anastomosis complication	Complicación de anastomosis bronquial
Epidemic nephropathy	Nefropatía epidémica
Poor quality sleep	Sueño deficiente
Genital infection male	Infección genital masculina
Exocrine pancreatic function test	Prueba de función pancreática
Increased bronchial secretion	Secreción bronquial aumentada
Exocrine pancreatic function test normal	Prueba de función pancreática normal
Erosive duodenitis	Duodenitis erosiva
Exocrine pancreatic function test abnormal	Prueba de función pancreática anormal
Arterial insufficiency	Insuficiencia arterial
Apgar score	Puntuación en el test de Apgar
Grip strength decreased	Fuerza al apretar la mano disminuida
Tracheal haemorrhage	Hemorragia traqueal
Tooth fracture	Fractura dental
Thrombosis in device	Trombosis en un dispositivo
Congenital myopathy	Miopatía congénita
Scleroderma renal crisis	Crisis renal esclerodérmica
Middle ear effusion	Efusión en oído medio
Renal salt-wasting syndrome	Nefropatía con pérdida de sales
Vaginal erosion	Erosión vaginal
Muscle contracture	Contractura muscular
Vulvar erosion	Erosión vulvar
Injectable contraception	Contracepción inyectable
Grip strength	Fuerza al apretar la mano
Emphysematous bullectomy	Bullectomía enfisematosa
Cementoblastoma	Cementoblastoma
Brain stem thrombosis	Trombosis del tronco cerebral
Enterovesical fistula	Fístula enterovesical
Herpes simplex serology	Serología de herpes simple
Necrotising panniculitis	Paniculitis necrotizante
Arterial occlusive disease	Enfermedad arterial oclusiva
Herpes simplex serology positive	Serología de herpes simple positiva
Lowry-Wood syndrome	Síndrome de Lowry-Wood
Thyroglossal fistula	Fístula tiroglosa
Bone marrow conditioning regimen	Régimen de acondicionamiento de médula ósea
Herpes simplex serology negative	Serología de herpes simple negativa
Peripheral arterial occlusive disease	Enfermedad oclusiva arterial periférica
Oral administration complication	Complicación de administración oral
High turnover osteopathy	Osteopatía de alta velocidad de recambio
Ischaemic limb pain	Dolor isquémico en un miembro
Endocarditis noninfective	Endocarditis no-infecciosa
Corneal endotheliitis	Endotelitis corneal
Hungry bone syndrome	Síndrome del hueso hambriento
Pigment nephropathy	Nefropatía pigmentaria
Limb immobilisation	Inmovilización de un miembro
Cholecystitis infective	Colecistitis infecciosa
Accessory navicular syndrome	Síndrome navicular accesorio
Blood creatine phosphokinase BB	Creatin-fosfoquinasa BB sérica
Herpes dermatitis	Dermatitis herpética
Female sexual arousal disorder	Trastorno de excitación sexual femenina
Noninfective bronchitis	Bronquitis no infecciosa
Parasite allergy	Alergia parasitaria
Hysterical psychosis	Psicosis histérica
Metamyelocyte percentage increased	Porcentaje de metamielocitos aumentado
Pancreatic enzymes decreased	Enzimas pancreáticas disminuidas
Ethanol gelation test	Prueba de gelación con etanol
Ethanol gelation test negative	Prueba de gelación con etanol negativa
Ethanol gelation test positive	Prueba de gelación con etanol positiva
Capillary fragility test	Prueba de fragilidad capilar
Uterine mass	Masa uterina
In vivo gene therapy	Terapia génica in vivo
Septic rash	Rash séptico
Pseudocholinesterase deficiency	Deficiencia de pseudocolinisterasa
Foaming at mouth	Boca espumosa
Uterine cervical squamous metaplasia	Metaplasia cervicoutierina escamosa
Bladder tamponade	Taponamiento vesical
Dysaesthesia pharynx	Disestesia faríngea
Blood citric acid increased	Acido cítrico en sangre aumentado
Blood citric acid decreased	Acido cítrico en sangre disminuido
Medical device site reaction	Reacción en el lugar de inserción de un dispositivo médico
Hepatic enzyme abnormal	Enzimas hepáticas anormales
Blood citric acid	Acido cítrico en sangre
Transaminases abnormal	Transaminasas anormales
Peridiverticulitis	Peridiverticulitis
Somatic hallucination	Alucinación somática
Biliary abscess	Absceso biliar
Parametric abscess	Absceso paramétrico
Capillary fragility decreased	Fragilidad capilar disminuida
Haemorrhagic diathesis	Diátesis hemorrágica
Arginase deficiency	Deficiencia de arginasa
Spider vein	Venas aracniformes
Nematodiasis	Nematodiasis
Gallbladder enlargement	Aumento de tamaño de la vesícula biliar
Congenital carnitine deficiency	Deficiencia congénita de carnitina
Coagulation factor inhibitor assay	Determinación de inhibidores de los factores de la coagulación
Erythrocyte osmotic fragility test	Prueba de fragilidad osmótica eritrocitaria
Increased upper airway secretion	Secreción aumentada de vías aéreas superiores
C1 esterase inhibitor test	Prueba del inhibidor de C1-esterasa
Free fatty acids	Concentración de ácidos grasos libres
Haemoglobin A2	Nivel de hemoglobina A2
Dysglobulinaemia	Disglobulinemia
Prekallikrein test	Prueba de precalicreína
Thoracic haemorrhage	Hemorragia torácica
Red blood cell analysis	Análisis eritrocitario
Ultrasound therapy	Terapia con ultrasonidos
Andropause	Andropausia
Hypercreatininaemia	Hipercreatininemia
Carditis	Carditis
Vasoactive intestinal polypeptide test	Determinación de polipéptido intestinal vasoactivo
Insulin-like growth factor	Factor de crecimiento análogo a la insulina
Trisomy 15	Trisomía 15
Multiple drug overdose accidental	Sobredosis accidental de múltiples fármacos
Hypophysitis	Hipofisitis
Congenital dyskeratosis	Disqueratosis congénita
Ankle brachial index decreased	Indice tobillo-brazo disminuido
Ankle brachial index normal	Indice tobillo-brazo normal
Myasthenia gravis crisis	Crisis de miastenia gravis
Multiple drug overdose intentional	Sobredosis intencional de múltiples fármacos
Ankle brachial index	Indice braquial tobillo
Stargardt's disease	Enfermedad de Stargardt´s
Blood citric acid normal	Acido cítrico en sangre normal
Hallucination, synaesthetic	Alucinación quinestésica
Cerebrospinal fluid rhinorrhoea	Rinorrea de líquido cefalorraquídeo
Pharyngeal erosion	Erosión faríngea
Basal cell naevus syndrome	Síndrome del nevus basocelular
Blood citric acid abnormal	Acido cítrico en sangre anormal
Myelocyte present	Mielocitos presentes
Nasal cavity mass	Masa en cavidad nasal
Hyperamylasaemia	Hiperamilasemia
Caecectomy	Cequectomía
Haematocoele female	Hematocele en una mujer
Gastrooesophageal cancer	Cáncer gastroesofágico
Antigliadin antibody positive	Anticuerpos anti-gliadina positivos
Renal hydrocele	Hidrocele renal
Peritonitis lupus	Peritonitis lúpica
Multiple lentigines syndrome	Síndrome de lentigo múltiple
Blood alcohol normal	Alcohol en sangre normal
Social stay hospitalisation	Factores sociales que inciden en la duración de la hospitalización
Pingueculitis	Pingueculitis
Biliary anastomosis complication	Complicación de anastomosis biliar
Gastrooesophageal sphincter insufficiency	Insuficiencia del esfínter gastroesofágico
Procedural hypertension	Hipertensión en procedimiento terapéutico
Gastrolithiasis	Gastrolitiasis
Cronkhite-Canada syndrome	Síndrome de Cronkhite-Canada
Peripheral nerve transposition	Transposición de nervio periférico
Haemoglobin E-thalassaemia disease	Enfermedad por hemoglobina E-talasemia
Sebaceous adenoma	Adenoma sebáceo
Schnitzler's syndrome	Síndrome de Schnitzler
Gitelman's syndrome	Síndrome de Gitelman
Netherton's syndrome	Síndrome de Netherton
Urethritis noninfective	Uretritis no infecciosa
Dennie-Morgan fold	Pliegue de Dennie-Morgan
Wound treatment	Tratamiento de una herida
Habitual abortion	Aborto habitual
Olfactory test normal	Prueba olfativa normal
Olfactory test abnormal	Prueba olfativa anormal
Spondyloepiphyseal dysplasia	Displasia espondiloepifisaria
Bile duct pressure increased	Presión biliar intraductal aumentada
Gastric hypertonia	Hipertonía gástrica
Olfactory test	Prueba olfativa
Bile duct pressure	Presión biliar intraductal
Mitochondrial hepatopathy	Hepatopatía mitocondrial
Cyclic vomiting syndrome	Síndrome del vómito cíclico
Pearson's syndrome	Síndrome de Pearson
Neuropathy, ataxia, retinitis pigmentosa syndrome	Síndrome de neuropatía, ataxia y retinitis pigmentosa
Optic nerve hypoplasia	Hipoplasia del nervio óptico
Placenta accreta	Placenta ácreta
Diffuse panbronchiolitis	Panbronquiolitis difusa
Retinal pigment epithelial tear	Desgarro del epitelio pigmentoso de la retina
Neutropenic colitis	Colitis neutropénica
Oral mucosal hypertrophy	Mucosa oral hipertrófica
Alpers' disease	Enfermedad de Alpers
Laryngo-onycho-cutaneous syndrome	Síndrome laringo-onico-cutáneo
Naevus haemorrhage	Nevus hemorrágico
Subretinal fibrosis	Fibrosis subretiniana
Infective spondylitis	Espondilitis infecciosa
Blood homocysteine	Homocisteina sérica
Pedal pulse decreased	Pulso pedal disminuido
Pedal pulse abnormal	Pulso pedal anormal
Endocrine toxicity	Toxicidad endocrina
Haemoglobin electrophoresis	Electroforesis de hemoglobina
Low turnover osteopathy	Osteopatía de bajo recambio
Kinematic imbalances due to suboccipital strain	Desequilibrios cinemáticos debido a la tensión suboccipital
Positive cardiac inotropic effect	Efecto inotrópico positivo
Inner ear operation	Cirugía del oído interno
Facial spasm	Espasmo facial
Analgesic asthma syndrome	Síndrome asmático por analgésicos
Chest wall mass	Masa en pared torácica
Atherectomy	Aterectomía
Sarcopenia	Sarcopenia
Haematotympanum	Hematotímpano
Uterine abscess	Absceso uterino
Hysteropexy	Histeropexia
Abdominal wall mass	Masa en pared abdominal
Spinal cord oedema	Edema de médula espinal
Anti-glomerular basement membrane antibody	Anticuerpos anti-membrana basal glomerular
Depressive delusion	Trastorno delirante depresivo
Muir-Torre syndrome	Síndrome de Muir-Torre
Meningoencephalitis amoebic	Meningoencefalitis amebiana
Ectopic kidney	Riñón ectópico
Mesenteric panniculitis	Paniculitis mesentérica
Kidney palpable	Riñón palpable
Faecal disimpaction	Desimpactación fecal
Anti-erythropoietin antibody	Anticuerpos anti-eritropoyetina
Effusion	Derrame
Cystitis noninfective	Cistitis no infecciosa
False positive tuberculosis test	Prueba de tuberculosis falsamente positiva
Collagen antigen type IV	Antígeno de colágeno tipo IV
Trypanosoma serology positive	Serología para tripanosoma positiva
Acute left ventricular failure	Insuficiencia ventricular izquierda aguda
Appendicitis noninfective	Apendicitis no infecciosa
Postural orthostatic tachycardia syndrome	Síndrome de taquicardia postural ortostática
Cryptogenic cirrhosis	Cirrosis criptogénica
Peritoneal fluid analysis	Análisis del líquido peritoneal
Bronchoalveolar lavage abnormal	Lavado broncoalveolar anormal
Application site discomfort	Molestias en el lugar de aplicación
Bronchoalveolar lavage normal	Lavado broncoalveolar normal
Laryngitis bacterial	Laringitis bacteriana
Listeria sepsis	Sepsis por Listeria
Breast fibroma	Fibroma de mama
Chronic left ventricular failure	Insuficiencia ventricular izquierda crónica
